# Harakat restoration lexicon (COVERAGE layer) — undiacritized skeleton ⇥ our vocalization.
# ⚠ LICENCE: GPL-3.0 (per-file fence) — NOT CC-BY-SA like the sibling riders.
# Source: g2p-inversion over espeak-ng dictsource/ps_list (GPL-3.0, Hanif Rahman) + wikipron + kaikki.
# 12535 of 13828 rows are reachable only from the GPL source. Only the SHORT-VOWEL PLACEMENT
# derives from it — espeak's phoneme strings are never copied; the consonants are our g2p's.
# See src/languages/pashto/lexicon.PROVENANCE.md and LICENSES/PROVENANCE.md §4.
# Regenerate: tools/perso-arabic/invert_harakat.ts --lexicon → tools/perso-arabic/export_lexicons.sh
# Non-identity rows only (a bare-skeleton row is a no-op — g2p already yields that IPA). See PROVENANCE.md.
آبخانە	آبخانَە
حوړ	حُوړ
حوړه	حُوړه
حوړولو	حُوړولُو
حوک	حُوک
حویت	حَویت
حویلۍ	حَویلۍ
حوېلۍ	حَوېلۍ
حوېلۍته	حَوېلۍته
حى	حِى
حيثت	حيثْت
حيثيتونه	حيثيتُونه
حيدر	حيدَر
حيدرخيل	حيدَرخيل
حيدرخيلوسيمه	حيدَرخيلُوسيمه
حيدرخیل	حيدَرخیل
حيدرخېل	حيدَرخېل
حيدرخېلو	حيدَرخېلو
حيدرخېلوسيمې	حيدَرخېلُوسيمې
حيدرى	حيدَرِى
حيدري	حيدَري
حيدری	حيدَرِی
حيرت	حيرْت
حيريه	حيرَيه
حيسني	حيسَني
حيصيت	حَيصيت
حيض	حَيضْ
حيضر	حَيضْر
حيضو	حَيضُو
حيـــرت	حَيـــرَت
حيــــــــدري	حَيــــــــدْري
حيف	حَيفْ
حيق	حَيقْ
حيقيت	حَيقيت
حيل	حَيلْ
حيله	حَيله
حيلو	حَيلُو
حيلي	حَيلي
حيلې	حَيلې
حيم	حَيمْ
حيمى	حَيمِى
حين	حَينْ
حيه	حَيه
حيي	حَيي
حيې	حَيې
حپ	حَپ
حپروي	حَپرُوي
حپل	حَپْل
حپلو	حَپلُو
حچ	حَچ
حک	حُک
حکبم	حُکبَم
حکــــــــــومت	حُکُــــــــــومَت
حکـومت	حُکُـومَت
حکم	حُکْم
حکمة	حُکمَة
حکمت	حُکمَت
حکمته	حکْمْته
حکمتو	حُکْمْتُو
حکمتونه	حکْمْتُونه
حکمتونو	حُکْمْتُونُو
حکمتونوله	حکْمْتُونُوله
حکمتي	حُکْمْتي
حکمو	حُکمُو
حکموتونه	حکمُوتُونه
حکموتي	حُکمُوتي
حکمونه	حکَمُونه
حکمونو	حُکُمُونُو
حکمونوسره	حکَمُونُوسره
حکمونوکې	حُکُمُونُوکې
حکمي	حُکمي
حکميت	حُکميت
حکمی	حُکمِی
حکمیت	حُکمیت
حکمیزی	حُکمیزِی
حکمې	حُکمې
حکو	حُکُو
حکوت	حُکُوت
حکوم	حُکُوم
حکومت	حُکُومَت
حکومته	حکُومَته
حکومتو	حُکُومَتُو
حکومتونه	حکُومَتُونه
حکومتونو	حُکُومَتُونُو
حکومتونونه	حکُومَتُونُونه
حکومتى	حُکُومَتِى
حکومتي	حُکُومَتي
حکومتکولو	حُکُومَتکُولُو
حکومتی	حُکُومَتِی
حکومتې	حُکُومَتې
حکوموتونو	حُکُومُوتُونُو
حکومونه	حکُومُونه
حکيم	حُکيم
حکيمى	حُکيمِى
حکيمي	حُکيمي
حکیم	حُکیم
حکیمي	حُکیمي
حکیمی	حُکیمِی
حګومت	حَګُومَت
حګومتونو	حَګُومَتُونُو
حی	حَیَ
حیرت	حیرَت
حیسن	حیسَن
حیقیقت	حیقیقَت
حینف	حینَف
حیه	حَیه
حییم	حَییم
حېدري	حېدَري
حېرت	حېرَت
خبرتوکیو	خبرتوکَیو
خبرخ	خبرْخ
خبرخپور	خبرْخْپوْرْ
خبرد	خبرْد
خبردرنو	خبرْدْرنو
خبردشپې	خبرْدْشْپې
خبردى	خبردِى
خبردکومې	خبرْدْکومې
خبردی	خبردِی
خبررد	خبرْرْد
خبررسولو	خبرْرْسولو
خبررشي	خبرْرْشي
خبرسره	خبرْسْره
خبرسی	خبرسِی
خبرشی	خبرشِی
خبرصحي	خبرْصحي
خبركړ	خبرْكْړ
خبركړم	خبرْكْړم
خبركړه	خبرْكْړه
خبركړو	خبرْكْړو
خبركړى	خبرْكْړى
خبركړي	خبرْكْړي
خبركړی	خبرْكْړِی
خبرلرم	خبرْلرم
خبرلرو	خبرْلرو
خبرلوڅ	خبرْلوْڅْ
خبرمني	خبرْمني
خبرندی	خبرْندِی
خبرنشول	خبرْنشول
خبرنشي	خبرْنشي
خبره	خبَره
خبرو	خبَرو
خبروئ	خبَروئ
خبروبحثونه	خبروبحثُونه
خبروبوختې	خبروبُوختې
خبروخت	خبروخُت
خبروركړى	خبرورْكړى
خبروركړي	خبرورْكړي
خبرورکول	خبرورکُول
خبرورکوي	خبرورکَوي
خبرورکړه	خبرورْکړه
خبرورکړى	خبرورْکړى
خبرورکړي	خبرورْکړي
خبرورکړی	خبرورْکړِی
خبروسره	خبروسَره
خبروسوم	خبروسُوم
خبروضرر	خبروضرْر
خبروكولو	خبروكُولو
خبروكومه	خبروكُومه
خبروكړي	خبروكَړي
خبرولو	خبرولُو
خبرولونه	خبرولُونه
خبرولوېدلی	خبرولُوېدلِی
خبرومو	خبرومُو
خبرومی	خبرومِی
خبرونو	خبرونُو
خبرونوكي	خبرونُوكي
خبرونوکي	خبرونُوکي
خبرونوکې	خبرونُوکې
خبرونی	خبرونِی
خبروورسره	خبروورسَره
خبروپسي	خبروپَسي
خبروپلوي	خبروپلَوي
خبروڅخه	خبروڅَخه
خبروکولو	خبروکُولو
خبروکړی	خبروکَړِی
خبروکی	خبروکِی
خبرى	خبرِى
خبرىد	خبرِىد
خبريتښته	خبريتْښْته
خبريدلو	خبريدلُو
خبريدو	خبريدُو
خبريدى	خبريدِى
خبريي	خبرَيي
خبريځکه	خبريځَکه
خبريږى	خبريږِى
خبريږی	خْبريږَی
خبريې	خْبرَيې
خبرپآڼه	خْبرْپآڼه
خبرپخلي	خْبرپخلي
خبرپري	خْبرْپري
خبرپسي	خْبرْپسي
خبرپسې	خْبرْپسې
خبرپه	خْبرپه
خبرڅه	خْبرڅه
خبرڅومره	خْبرڅومره
خبرچه	خْبرچه
خبرچي	خْبرچي
خبرچی	خْبرچَی
خبرچې	خْبرچې
خبرکله	خْبرْکله
خبرکړئ	خْبرْکْړئ
خبرکړل	خْبرْکْړل
خبرکړم	خْبرْکْړم
خبرکړه	خْبرْکْړه
خبرکړو	خْبرْکْړو
خبرکړي	خْبرْکْړي
خبرکړيدی	خْبرْکْړيدی
خبرکړی	خْبرْکْړی
خبرکړۍ	خْبرْکْړۍ
خبرکړې	خْبرْکْړې
خبرکی	خْبرکَی
خبرکې	خْبرکې
خبرګڼل	خْبرْګْڼل
خبرګۍ	خْبرګۍ
خبری	خْبرِی
خبرید	خْبرید
خبریدل	خْبریدل
خبریدنه	خْبریدَنه
خبریدنې	خْبریدَنې
خبریدو	خْبریدو
خبریرږی	خْبریرَږی
خبریم	خْبریم
خبریږم	خْبریږم
خبریږو	خْبریږو
خبریږي	خْبریږي
خبریږی	خْبریږَی
خبریی	خْبریی
خبریې	خْبرَیې
خبرۍ	خْبرۍ
خبرې	خْبرې
خبرېب	خْبرېب
خبرېته	خْبرېته
خبرېد	خْبرېد
خبرېددې	خْبرېددې
خبرېدل	خْبرېدل
خبرېدلو	خْبرېدَلو
خبرېدم	خْبرېدم
خبرېده	خْبرېده
خبرېدو	خْبرېدو
خبرېعجيبه	خْبرېعجيبه
خبرېكړي	خْبرېكړي
خبرېله	خْبرېله
خبرېمو	خْبرېمو
خبرېنن	خْبرېنن
خبرېنور	خْبرېنُور
خبرېنوره	خْبرېنُوره
خبرېهسې	خْبرېهسې
خبرېټول	خْبرېټول
خبرېپدې	خْبرېپدې
خبرېپه	خْبرېپه
خبرېڅومره	خْبرېڅومره
خبرېږم	خْبرېږم
خبرېږمد	خْبرېږمْد
خبرېږو	خْبرېږو
خبرېږي	خْبرېږي
خبرېږې	خْبرېږې
خبط	خْبط
خبـر	خْبـر
خبـره	خْبـره
خبــره	خْبــره
خبــري	خْبــري
خبـــ	خْبـــ
خبـــر	خْبـــر
خبــــر	خْبــــر
خبــــري	خْبــــري
خبـــــ	خْبـــــ
خبـــــر	خْبـــــر
خبـــــري	خْبـــــري
خبــــــر	خْبــــــر
خبــــــره	خْبــــــره
خبــــــري	خْبــــــري
خبــــــرې	خْبــــــرې
خبـــــــر	خْبـــــــر
خبــــــــر	خْبــــــــر
خبـــــــــ	خْبـــــــــ
خبـــــــــري	خْبـــــــــري
خبــــــــــر	خْبــــــــــر
خبــــــــــره	خْبــــــــــره
خبــــــــــــره	خْبــــــــــــره
خبــــــــــــــــره	خْبــــــــــــــــره
خبــــــــــــــــريله	خْبــــــــــــــــريله
خبـــــــــــــــــــري	خْبـــــــــــــــــــري
خبل	خْبل
خبلرى	خْبلرِى
خبلمنخې	خْبلمنخې
خبله	خْبله
خبلو	خْبلو
خبلوسړى	خْبلوسړى
خبلی	خْبلِی
خبلې	خْبلې
خبور	خْبور
خبون	خْبوْنْ
خبي	خْبي
خبيث	خْبيث
خبيثنور	خْبيثنُور
خبيثه	خْبيثه
خبيثو	خْبيثو
خبيثي	خْبيثي
خبيثې	خْبيثې
خبير	خْبير
خبيس	خْبيس
خبپه	خْبپه
خبیب	خَبیب
خبیث	خَبیث
خبیثو	خَبیثو
خبیر	خَبیر
ختر	خَتْر
ختري	خَتري
ختزو	خَتزو
ختــــــ	خَتْــــــ
ختل	خَتل
ختلف	خَتلِف
ختلفو	خَتلِفو
ختللو	خَتْلْلو
ختللي	خَتْلْلي
ختلو	خَتلو
ختلى	خَتلِى
ختلي	خَتلي
ختلی	خَتلِی
ختلۍ	خَتلۍ
ختلې	خَتلې
ختم	خَتْم
ختمـــه	ختمْـــه
ختمـه	ختمْـه
ختمو	خَتمو
ختمول	خَتمول
ختمولو	خَتمولو
ختمولى	خَتمولِى
ختموم	خَتموم
ختمونو	خَتمونو
ختمي	خَتمي
ختميدلو	خَتميدلو
ختميدو	خَتميدو
ختميدی	خَتميدِی
ختمڅوک	ختْمْڅوک
ختمکیدو	خَتْمْکیدو
ختمی	خَتمِی
ختمیدل	خَتمیدَل
ختمیدلو	خَتمیدلو
ختمیدلی	خَتمیدلِی
ختمیدو	خَتمیدو
ختمې	خَتمې
ختمېدل	خَتمېدَل
ختمېدلو	خَتمېدلو
ختمېدلود	خَتمېدلود
ختمېدو	خَتمېدو
ختمېدودي	خَتمېدودي
ختمېدونه	ختمېدُونه
ختن	خَتْن
ختنم	خَتنَم
ختنیک	خَتنیک
ختو	خَتو
ختولو	خَتولو
ختونو	خَتونو
ختى	خَتِى
ختي	خَتي
ختيز	خَتيز
ختيزو	خَتيزو
ختيزوبر	خَتيزوبَر
ختيزي	خَتيزي
ختيزی	خَتيزِی
ختيزې	خَتيزې
ختيځ	خَتيځ
ختځ	ختْځ
ختګ	خَتْګ
ختګونو	خَتګونو
ختګي	خَتګي
ختگ	خَتْگ
ختی	خَتِی
ختیح	خَتیح
ختیخو	خَتیخو
ختیز	خَتیز
ختېز	خْتېز
ختېزه	خْتېزه
ختېزو	خْتېزو
ختېزې	خْتېزې
ختېځ	خْتېځ
ختېځه	خْتېځه
ختېځې	خْتېځې
خجت	خجَت
خجلته	خجَلَته
خجند	خجَنْد
خجندي	خجَندي
خجنه	خجَنه
خدمتو	خدْمتو
خدمتوته	خدْمتوته
خدمتونه	خدْمتُونه
خدمتونو	خدْمتُونو
خدمتونود	خدْمتُونودَ
خدمتونوله	خدْمتُونوله
خدمتونومخه	خدْمتُونومَخه
خدمتونوپه	خدْمتُونوپه
خدمتوڅخه	خدْمتوڅَخه
خدمتي	خدْمتي
خديجة	خديجَة
خديه	خدَيه
خديو	خدَيو
خدی	خدِی
خدیجة	خدیجَة
خدیجـــــه	خدیجْـــــه
خدیجی	خدیجِی
خدېجة	خدېجَة
خذمتونه	خذْمتُونه
خذمتونو	خذْمتُونو
خذونه	خذوْنه
خربه	خْربه
خربوزه	خْربوْزه
خربوزو	خْربوْزو
خربوزې	خْربوْزې
خربوني	خْرَبوني
خربيدو	خْرَبيدُو
خرت	خْرَت
خرته	خْرته
خرتوب	خْرَتوب
خرج	خْرَج
خرجت	خْرَجَت
خرجن	خْرَجَن
خرجو	خْرَجو
خرخشه	خْرخشه
خرخشو	خْرَخشو
خرخښنه	خْرخْښنه
خرخښنې	خْرَخښَنې
خرخښه	خْرخښه
خرخښو	خْرَخښو
خرد	خْرَد
خردوم	خْرَدوم
خردومره	خْردومره
خردی	خْرَدِی
خرس	خْرَس
خرشه	خْرشه
خرطوم	خْرَطُوم
خرفة	خْرَفَة
خرقه	خْرقه
خرقي	خْرَقي
خرقی	خْرَقِی
خرقې	خْرَقې
خرك	خْرَك
خركډو	خْرَكډو
خرلې	خْرَلې
خرم	خْرَم
خرمستو	خْرَمْسْتو
خرمستي	خْرَمْسْتي
خرمن	خْرَمْن
خرمه	خْرمه
خرنمى	خْرَنمِى
خرنې	خْرَنې
خره	خْره
خروته	خْرَوته
خروتی	خْرَوتِی
خروج	خْرَوج
خرودل	خْرَودَل
خرورو	خْرَورو
خروسره	خْرَوسْره
خروش	خْرَوشْ
خروشتى	خْرَوشْتِى
خروشتي	خْرَوشْتي
خروشه	خْرَوشه
خروم	خْرَومْ
خرونو	خْرَونو
خروي	خْرَوي
خروټ	خْرَوټْ
خروټو	خْرَوټو
خروټي	خْرَوټي
خروټی	خْرَوټِی
خروټې	خْرَوټې
خروړي	خْرَوړي
خروښ	خْرَوښْ
خروښـــــــــــــيږي	خْرَوښِـــــــــــــيږي
خروښـــــــــــــيږيد	خْرَوښِـــــــــــــيږيد
خروښنده	خْرَوښنده
خروښه	خْرَوښه
خروښولي	خْرَوښولي
خروښيـــــــــــــــــدلود	خْرَوښيـــــــــــــــــدلود
خروښيږي	خْرَوښيږي
خروښېدلو	خْرَوښېدلو
خري	خْرَي
خرټی	خْرَټِی
خرپ	خْرَپ
خرپه	خْرپه
خرپولو	خْرَپولو
خرپي	خْرَپي
خرځ	خْرځ
خرځه	خْرځه
خرځو	خْرځو
خرځول	خْرځول
خرځولی	خْرځولِی
خرځونې	خْرځونې
خرځیدل	خْرځیدل
خرځیږي	خْرځیږي
خرځیږی	خْرځیږِی
خرځییږی	خْرځییږِی
خرځېل	خْرځېل
خرڅ	خْرڅ
خرڅخه	خْرڅَخه
خرڅــوي	خْرڅَــوي
خرڅه	خْرڅه
خرڅونکو	خرڅونَکو
خرڅونکي	خرڅونَکي
خرڅونکيو	خرڅونَکَيو
خرڅونکی	خرڅونَکِی
خرڅونکې	خرڅونَکې
خرڅيدلې	خرڅيدَلې
خرڅی	خرڅِی
خرڅېدله	خرڅېدَله
خرڅېدلې	خرڅېدَلې
خرڅېدونکي	خرڅېدونَکي
خرچ	خرْچ
خرچلکی	خرچلکِی
خرچيلكو	خرچيلَكو
خرښبون	خرْښْبُون
خرک	خرْک
خرکی	خرکِی
خری	خرِی
خریلی	خریلِی
خزب	خزْب
خزر	خزْر
خزرج	خزرَج
خزل	خزْل
خزن	خزْن
خزنده	خزْنده
خزندو	خزْندو
خزندي	خزْندي
خزندې	خزْندې
خزيمة	خزيمَة
خزيي	خزَيي
خزیې	خزَیې
خست	خسْت
خسر	خسْر
خسرخيل	خسْرخيل
خسرخيلو	خسْرخيلو
خسرپه	خسْرْپه
خسرڅخه	خسْرْڅخه
خسرګنۍ	خسْرْګنۍ
خسن	خسَن
خسکى	خسَکى
خسکي	خسَکي
خشت	خشْت
خشك	خشْك
خشم	خشْم
خشمگین	خشْمْگین
خشن	خشْن
خشونتونه	خشونَتُونه
خشک	خشْک
خصت	خصَت
خصتیدو	خصَتیدو
خصلة	خصلَة
خصلت	خصلَت
خصلته	خصْلته
خصلتو	خصلَتو
خصلتونه	خصْلتُونه
خصلتونو	خصلَتُونو
خصم	خصْم
خصوصأ	خصوصَأ
خصوصى	خصوصِى
خصوصيت	خصوصَيت
خصوصی	خصوصِی
خصومتونه	خصومَتُونه
خصى	خصِى
خصيت	خصَيت
خصيصه	خصَيصه
خصيه	خصَيه
خصی	خصِی
خصیې	خصَیې
خضر	خضْر
خضرسیمه	خضْرْسیمه
خطبو	خَطبو
خطبي	خَطبي
خطبی	خَطبِی
خطبې	خَطبې
خطر	خَطَر
خطرحتى	خَطَرحَتِى
خطرد	خَطَرْد
خطردي	خَطَردي
خطرزنګ	خَطَرْزنَګ
خطرسره	خطرْسْره
خطركې	خَطَركې
خطرلری	خَطَرْلرِی
خطرمخ	خَطَرمخ
خطرنو	خَطَرنو
خطره	خطَره
خطرو	خَطَرو
خطرونه	خطَرونه
خطرونو	خَطَرونو
خطرونودی	خَطَرونودِی
خطري	خَطَري
خطرڅخه	خطرْڅخه
خطرکي	خَطَرکي
خطرکی	خَطَرکِی
خطرکې	خَطَرکې
خطری	خَطَرِی
خطرې	خَطَرې
خطـــــــــــر	خَطَـــــــــــر
خطم	خَطَم
خطمه	خطَمه
خطمول	خَطَمول
خطمولو	خَطَمولو
خطمى	خَطَمِى
خطمي	خَطَمي
خطميدو	خَطَميدو
خطمیدل	خَطَمیدَل
خطمیدو	خَطَمیدو
خطو	خَطو
خطور	خَطور
خطوط	خَطوط
خطونو	خَطونو
خطي	خَطي
خطيب	خَطيب
خطکش	خَطکَش
خطی	خَطِی
خطیب	خَطیب
خطیبي	خَطیبي
خطیبی	خَطیبِی
خطیر	خَطیر
خطې	خَطې
خـ	خْـ
خـبر	خْـبر
خـبره	خْـبره
خـبرې	خْـبرې
خـبـ	خْـبْـ
خـبـر	خْـبـر
خـبـره	خْـبـره
خـبـرې	خْـبـرې
خـرڅ	خْـرڅ
خـس	خْـس
خـطر	خَـطَر
خــ	خْــ
خــبرنه	خْــبرنه
خــبره	خْــبره
خــبرورکول	خْــبروْرکول
خــبرې	خْــبرې
