# Serbo-Croatian accent TRANSITIONS — the OOV tier. Key: <ending>|<stem tone>. Value:
# <nucleus shift><TAB><resulting tone><TAB><tone agreement, 0-100><TAB><support>.
# Applied to a stem whose accent is known, NOT used to predict an accent from nothing.
# The shift is always taken (its alternative, first-nucleus, scores 66.8% on these words);
# the tone is withheld below the engine's agreement threshold, as a homograph's is.
# Learned from stress.tsv itself. See tools/serbian/build_sh_accent_transitions.py.
ik|LR	0	LR	100	1
ik|SF	0	SR	75	4
ik|SR	1	SR	100	2
ika|LF	0	SR	100	4
ika|SF	1	SR	91	11
ika|SR	1	SR	100	17
iks|LF	0	LR	100	1
il|SF	0	SR	100	1
il|SR	1	SR	100	1
ila|LF	0	SR	67	3
ila|SF	0	SF	100	1
ile|SF	1	SR	100	1
ilo|--	0	SR	67	3
ilo|LF	0	SR	100	6
ilo|SF	0	SR	50	4
ilu|SF	0	SF	100	1
ima|--	1	LR	100	1
ima|LR	1	LR	100	1
ima|SF	1	SR	58	26
ima|SR	1	LR	88	24
ime|LF	1	SR	100	1
ime|SF	0	SR	100	1
in|--	0	SR	100	1
in|LF	0	SR	50	4
in|SF	0	SR	71	7
in|SR	0	SR	60	5
ina|--	0	--	40	5
ina|LF	0	--	27	11
ina|LR	1	SR	100	1
ina|SF	0	SR	71	14
ina|SR	0	SR	100	8
ine|LF	0	SF	100	1
ine|SF	0	SF	100	1
ing|SF	0	LR	100	1
ini|LF	0	SR	100	1
ini|SF	0	SR	100	1
ino|LF	0	SF	60	5
inu|LF	0	SF	100	3
io|LF	0	LF	67	3
io|SF	0	LR	100	1
ion|SF	1	SR	100	1
ip|LF	0	LR	100	1
ip|SF	0	SR	100	1
ir|LF	0	SR	50	4
ir|LR	0	SF	100	1
ir|SF	0	SF	100	2
ir|SR	0	SF	100	1
ira|--	0	SR	100	1
ira|SF	0	SR	100	1
ire|SF	0	SR	100	1
is|LF	0	LF	50	2
is|SF	0	SR	33	3
isa|--	2	LR	100	1
ist|--	0	SR	100	1
ist|LF	0	SR	100	3
ist|SF	0	SR	100	5
ist|SR	1	SR	100	18
it|LF	0	SF	100	1
it|LR	0	LR	100	3
it|SF	0	SR	100	5
it|SR	1	SR	100	7
ita|LF	0	SR	100	1
ita|SF	0	SR	100	1
iti|--	0	SR	67	12
iti|LF	0	LR	51	55
iti|LR	1	SR	78	45
iti|SF	0	SR	47	68
iti|SR	1	SR	61	54
iv|--	0	SR	100	1
iv|LF	0	SR	100	1
iv|LR	1	SR	100	2
iv|SF	0	SR	89	9
iv|SR	1	SR	100	2
ivo|LF	0	SF	100	2
ivo|SF	0	SF	100	1
iz|LF	0	SR	100	1
ić|--	0	LR	67	3
ić|LF	0	SR	52	27
ić|LR	-1	SR	100	1
ić|SF	0	SR	52	23
ić|SR	0	SR	94	17
iće|LF	1	LR	100	1
ići|--	0	SR	100	1
ići|SF	2	LR	100	1
iću|LF	0	SF	100	1
ič|LF	0	SR	100	1
ič|SF	0	SR	100	1
