# German loanword -er restoration — word<TAB>nucleus-ordinal,… (0-based nucleus whose reduced ɐ becomes ɛʁ).
# Generated by tools/gen/build-de-er.mts from the kaikki German extract, ONLY for UNSTRESSED nuclei where our
# native ⟨er⟩→ɐ reduction should stay the full loanword ɛʁ (universal → univɛʁzaːl, Adverb → atvɛʁp) — the
# lexical native-vs-loanword split no rule captures (the stressed case is the restoreStressedEr rule).
abendstern	2
achillesferse	3
achterl	1
adalbert	2
adelbert	2
adverb	1
adverbialbestimmung	1
adverbialsatz	1
ahnherr	1
albert	1
allerherzlichst	2
altenbergerin	2
altenbergs	2
alternative	1
altlandsberg	2
amberg	1
amberger	1
ambergerin	1
ambergerinnen	1
ambergers	1
ambergs	1
andreasberger	3
andreasbergerin	3
andreasbergerinnen	3
andreasbergers	3
angerberg	2
angerberger	2
angerbergerin	2
angerbergers	2
angerbergs	2
annaberg	2
annaberger	2
annabergerin	2
annabergerinnen	2
annabergers	2
annabergs	2
antipersonenmine	2
apfelentkerner	3
aprikosenkern	4
aprilscherz	2
arenberg	2
arenberger	2
arenbergerin	2
arenbergerinnen	2
arenbergers	2
arenbergs	2
arlberg	1
arlberger	1
arlbergerin	1
arlbergerinnen	1
arlbergers	1
arnsberg	1
arnsberger	1
arnsbergerin	1
arnsbergers	1
arnsbergs	1
aserbaidschans	1
asperg	1
asperger	1
assertion	1
assertiv	1
asservatenkammer	1
asylbewerber	3
asylbewerberin	3
asylwerber	2
atomenergie	3
aubergine	1
auxiliarverb	3
averbal	1
aversion	1
balkonkraftwerk	3
bamberg	1
bamberger	1
bambergerin	1
bambergers	1
bambergs	1
battenberg	2
beherbergen	2
bensberg	1
bensberger	1
bensbergerin	1
bensbergerinnen	1
bensbergers	1
bensbergs	1
berichterstatter	2
berichterstatterin	2
berserker	1
bienenwachskerzen	3
biliverdin	2
biodiversität	3
blaumerle	1
blendwerk	1
blutkonserve	2
brandenbergerin	2
brandenbergs	2
brautwerbung	1
brautwerbungen	1
bulimielernen	3
burgverwalterin	1
burgverwalters	1
bühnenwerks	2
chefterroristin	1
christbaumkerzen	2
computersicherheitsexperte	7
computersicherheitsexperten	7
computersicherheitsexpertin	7
computersicherheitsexpertinnen	7
dateiverknüpfung	2
davidstern	2
determinante	1
determinativkompositum	1
determinieren	1
determinierer	1
deterministisch	1
deverbativ	1
dezernat	1
dienstleistungsgewerbe	4
differenzialsperre	4
disibodenberg	4
diskettenlaufwerk	4
diskuswerfer	2
diskuswerferin	2
diterpen	1
diterpene	1
diterpens	1
divergent	1
divergieren	1
diversifikation	1
diversifizieren	1
diversion	1
diversität	1
domherr	1
dreipersonenhaushalts	1
drittperson	1
ebersbergerin	2
ebersbergs	2
eilfertig	1
eingekerkert	2
eisberg	1
eisberge	1
eisberges	1
eisbergs	1
eisenbergerin	2
eisenbergs	2
elektrizitätswerk	5
elektrizitätswerke	5
elektrizitätswerkes	5
emergent	1
emergenz	1
energiebedarf	1
energieerhaltung	1
energieerhaltungssatz	1
energiegetränk	1
energieministerium	1
energiepreis	1
energiepreisbremse	1
energiewende	1
enervieren	1
engherzig	1
erbmerkmal	1
erbmerkmale	1
erbmerkmales	1
erbmerkmals	1
erdferkel	1
erdkern	1
erdnusskerns	2
erdnußkern	2
erdwärmekraftwerk	4
erstspracherwerb	3
erzberger	1
erzbergers	1
erzherzog	1
erzherzoge	1
erzherzoges	1
erzherzogs	1
erzherzogshut	1
erzherzogshütchen	1
erzherzogtum	1
erzkonservativ	2
eternit	1
exerzieren	1
exerzierplatz	1
exerzierplatzes	1
exerzierplätze	1
exerzitium	1
expertise	1
externalität	1
externat	1
exterritorial	1
extroversion	2
fachexperte	2
fachexpertin	2
fachexpertinnen	2
fachexpertise	2
fahrwerk	1
falkenbergerin	2
falkenbergs	2
fernsehfernbedienung	2
fernsehfernbedienungen	2
fernuniversität	3
feuerwerksraketen	2
finanzexperte	3
finanzexpertin	3
fingerfertigkeit	2
fingerfertigkeiten	2
fixstern	1
fixsterne	1
flammenwerfer	2
flechtwerk	1
flickwerk	1
flughafenabfertigungsgebäude	4
forchtenberg	2
fraternisieren	1
fraternität	1
friedberg	1
friedfertigkeit	1
fröbelstern	2
fuchsbergerin	1
fuchsbergs	1
fudenberg	2
gegenexpertise	3
gelderwerb	2
genderstern	2
gendersternchen	2
gerechtfertigt	2
gesichtserker	2
gesichtsnervenlähmungen	2
gesichtsnervs	2
gesundheitsexperte	4
gesundheitsexpertin	4
gevelsberg	2
gevelsberger	2
gevelsbergerin	2
gevelsbergers	2
gevelsbergs	2
goldbergerin	1
goldbergerinnen	1
goldbergers	1
goldbergs	1
governatoratspalast	1
granatwerfer	2
großherzog	1
großherzoglich	1
großherzoglicher	1
großherzoglichsten	1
großherzogtum	1
großherzogtumes	1
großherzogtums	1
großherzogtümer	1
großkonzern	2
gräfenberg	2
grünenbergerin	2
grünenbergs	2
gubernien	1
gubernium	1
guberniums	1
gutenbergerin	2
gutenbergs	2
gutherzig	1
halbfertig	1
halbherzig	1
hammerwerfer	2
handwerkerin	1
handwerkerinnen	1
handwerksbetrieb	1
handwerkskunst	1
handwerksmeister	1
handwerksmeisterin	1
haselnusskern	3
haselnusskerne	3
haselnusskernes	3
haselnusskerns	3
hausintern	2
hausinterne	2
hausinternem	2
hausinternen	2
hausinterner	2
hausinternes	2
haßberge	1
haßberger	1
haßbergerin	1
haßbergers	1
haßberges	1
heidelberg	2
heidelberger	2
heidelbergerin	2
heidelbergerinnen	2
heidelbergs	2
heiligenbergerin	3
heiligenbergs	3
heinsbergerin	1
heinsbergs	1
heisenberg	2
heisenbergs	2
heldenbergerin	2
heldenbergs	2
hemiterpen	2
hemiterpene	2
hemiterpens	2
herabwerfen	2
herrenberg	2
herrscherpersönlichkeit	2
heuernte	1
hilfsverb	1
hinauswerfen	2
hinterherwerfen	3
hirschbergerin	1
hirschbergs	1
hohenbergerin	2
hohenbergs	2
homberg	1
homberger	1
hombergerin	1
hombergers	1
hombergs	1
höchstpersönlich	1
imperfekt	1
imperfektiv	1
impertinente	1
impertinentem	1
impertinentes	1
indogermanisch	2
infertil	1
insofern	2
internalisieren	1
interpersonell	2
introversion	2
inversion	1
invertiert	1
inwiefern	2
johannisbrotkernmehl	4
jubelperserin	2
jugendherberge	2,3
kaltenbergerin	2
kaltenbergs	2
kapitalentsperrung	4
kasernieren	1
kichererbse	2
kindersterblichkeit	2
klarinettenkonzert	5
klarinettenkonzerten	5
klavierkonzert	3
klärwerk	1
kohlenstofffaserverstärkt	5
kohlenstofffaserverstärkte	5
komintern	2
kommersieren	1
konservative	1
konservativer	1
konservator	1
konservieren	1
konservierung	1
konsternieren	1
konsterniert	1
kontinentalsperre	4
kontinentalwestgermanisch	5
konverb	1
konvergieren	1
konversation	1
konversationsmaxime	1
konversieren	1
konversion	1
konvertit	1
konzertant	1
konzertiert	1
krusenstern	2
krusensterns	2
kunsthandwerkerin	2
kunsthandwerkerinnen	2
kurkonzerte	2
kuvertieren	1
kybernetik	1
königsbergs	2
kürbiskernöl	2
lageenergie	3
lamberts	1
lambertz	1
landsbergerin	1
langenbergerin	2
langenbergs	2
lanzberg	1
lanzberges	1
lanzbergs	1
lanzenbergerin	2
lanzenbergs	2
lebensmittelsicherheitsexperte	8
lebensmittelsicherheitsexperten	8
lebensmittelsicherheitsexpertin	8
lebensmittelsicherheitsexpertinnen	8
lehenherr	2
lehensherr	2
lehnsherr	1
lehrperson	1
leichentuberkel	3
leitstern	1
lemberg	1
lemberger	1
lembergerin	1
lembergerinnen	1
lembergers	1
libertär	1
lichtenbergerin	2
liebeswerber	2
lieferkettenstörung	1
limberg	1
limberger	1
limbergerin	1
limbergerinnen	1
limbergers	1
limbergs	1
linksalternativ	2
luzifer	2
maischberger	1
maischbergers	1
mandelkerns	2
mandolinenkonzert	5
mandolinenkonzerte	5
mandolinenkonzertes	5
mandolinenkonzerts	5
massenaussterben	3
maßwerk	1
medienexperte	3
messwerk	1
mietskaserne	2
militärexperte	4
militärexpertin	4
militärexpertinnen	4
miltenberg	2
minenwerfer	2
mischerbig	1
mischkonzern	2
mitbewerber	2
mittelschmerz	2
mittelwert	2
mittelwerte	2
mittelwerten	2
mittelwertes	2
mittelwerts	2
modalverb	2
modernisieren	1
modernismus	1
monoterpen	2
monoterpene	2
monoterpens	2
mottenzerfressen	2
möchtegern	2
mühlenbergerin	2
mühlenbergs	2
müllwerkerin	1
münzfernsprecher	1
nagellackentferner	4
negativitätsverzerrung	6
nervenzerfetzend	2
netzwerkeffekt	1
netzwerkverbindung	1
neurodermitis	2
nichtdeterministisch	2
nichtperturbativ	1
norbert	1
nordgermanisch	1
nullenergiehaus	2
nullenergiehause	2
nusskerns	1
nürnberger	1
observieren	1
ohrenlerchen	2
ostberlin	1
osterkerzchen	2
osterkerze	2
osterkerzlein	2
parteiintern	3
paternalistisch	1
perversion	1
perversionen	1
pfalzerzherzog	2
pinneberg	2
plettenberg	2
plettenberger	2
plettenbergerin	2
plettenbergerinnen	2
plettenbergers	2
plettenbergs	2
plusenergiehaus	2
plusquamperfekt	2
pollenallergie	3
polyterpen	2
polyterpene	2
polyterpens	2
postmodern	2
pronominaladverb	5
präpositionaladverb	6
präpubertierend	2
präservativ	1
präteritumperfekt	4
präverb	1
pubertär	1
pubertät	1
pumpspeicherkraftwerk	4
pöbelherrschaft	2
radebergs	2
raketenwerfer	3
randbemerkung	2
rauchverbot	1
rauenberg	2
recherchieren	1
rechtfertigen	1
reichenbergerin	2
reichenbergs	2
reichersbergerin	2
reichersbergs	2
reinerbig	1
rentenexperte	3
rentenexpertin	3
rentenexpertinnen	3
reservat	1
reservist	1
reservistin	1
reservistinnen	1
rheinbergs	1
risikoavers	4
robert	1
ronnenberg	2
rotenbergerin	2
rotenbergs	2
räucherwerk	2
samenerguss	2
schaltwerk	1
scheibenbergerin	2
scheibenbergs	2
scheinwerfer	1
schleichwerbung	1
schlossverwalterin	1
schlossverwalters	1
schloßverwalter	1
schloßverwalterin	1
schluderns	1
schludernser	1
schludernserin	1
schludernserinnen	1
schludernsers	1
schlussbemerkung	2
schmallenberg	2
schnabelkerf	2
schreckensherrschers	2
schrumpfgermane	1
schuppenzwergspechts	2
schutzgelderpressung	2
schußfertig	1
schwarzenbergerin	2
schwarzenbergs	2
schwarzerle	1
schwererziehbar	1
schönbergerin	1
schönbergs	1
schönebergerin	2
schönebergs	2
schönheitswettbewerb	4
sedelsberg	2
seeberg	1
seeberger	1
seebergers	1
seebergs	1
seebergsattel	1
seebergsattels	1
seestern	1
segeberg	2
selbstbeherrschung	2
selbstherrlichkeit	1
semipermeabel	2
senftenberg	2
senftenberger	2
senftenbergerin	2
senftenbergerinnen	2
senftenbergers	2
senftenbergs	2
sexperte	1
sexpertin	1
sicherheitsexperte	4
sicherheitsexpertin	4
siriusfern	2
solarkraftwerk	3
solarthermisch	2
sollwert	1
sollwerte	1
sollwerten	1
sollwertes	1
sollwerts	1
spalterbig	1
spanferkel	1
speerwerfer	1
speerwerferin	1
spielverderber	2
spielverderberin	2
spielwerks	1
sportlerherz	2
spracherwerb	2
staatskonzern	2
standortwettbewerb	4
stearinkerze	3
stearinkerzen	3
steinbergerin	1
