# Serbo-Croatian accent lexicon — word<TAB>stressed-nucleus ordinal (0-based)<TAB>accent.
# The accent is the four-way pitch system: SR short-rising, LR long-rising, SF short-falling,
# LF long-falling, and `--` = the position is known but two contours are recorded for this
# spelling (grâd/grȁd), so the engine emits ˈ and withholds the tone rather than guessing.
# Position is emitted as ˈ; the accent becomes a Chao tone letter + length.
# Shared by the sr / hr / bs engines, which all run serbian.ts's g2p. A nucleus is a vowel OR a syllabic ⟨r⟩.
# From kaikki.org Serbo-Croatian (Wiktionary extract, CC-BY-SA) — built from the ACCENTED
# ORTHOGRAPHY (rijéka), not the IPA (/rjěːka/), which has a different nucleus count under the
# Ijekavian ⟨ije⟩ reflex. Both scripts. See tools/serbian/build_sh_stress_lexicon.py.
alunirati	2	LR
aluniravši	2	LR
aluvij	0	SR
aluvija	0	SR
aluvijalan	0	SF
aluvijalni	0	SF
aluzija	0	SR
alveola	2	LR
alveolar	2	SR
alveolara	3	LR
alveolaran	0	SF
alveolarni	0	SF
alzašani	1	LR
alzašanin	1	LR
alzašanka	1	SR
alzaški	0	SR
alžir	0	SR
alžira	1	LR
alžirac	1	LR
alžiraca	0	SR
alžirci	1	LR
alžirka	0	SR
alžirski	0	SR
am	0	LF
ama	0	SF
amajlija	1	SR
amalgam	1	SR
amalgama	2	LR
aman	0	SR
amana	1	LR
amandman	1	SR
amandmana	2	LR
amandmani	2	LR
amandmanima	2	LR
amandmanom	2	LR
amandmanu	2	LR
amanet	1	LR
amanski	0	SR
amater	1	SR
amatera	2	LR
amaterizam	3	SR
amaterizma	3	SR
amaterski	1	SR
amaterstvo	2	LR
amazona	2	SR
amazonka	1	SR
amazonski	1	SR
ambalaža	2	LR
ambar	0	SF
ambara	0	SF
ambare	0	SF
ambarem	0	SF
ambareva	0	SF
ambareve	0	SF
ambarevi	0	SF
ambarevima	0	SF
ambari	0	SF
ambarima	0	SF
ambasada	2	LR
ambasador	1	SR
ambasadorski	1	SR
ambicija	0	SR
ambiciozan	0	SF
ambiciozni	0	SF
ambiciozno	0	SF
